,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
230,Pelham Parkway,40.85741349808865,-73.85475564017999,MTA Bus - Bx12/Bx12+SBS+ @ Pelham Parkway North/South & Williamsbridge Road,40.85741545445239,-73.8564920425415,Bus Station
231,Pelham Parkway,40.85741349808865,-73.85475564017999,Peachwave Self Serve Frozen Yogurt & Smoothies,40.85612607119437,-73.8557328669844,Frozen Yogurt Shop
232,Pelham Parkway,40.85741349808865,-73.85475564017999,Milano Italian Delicatessen,40.85647201538086,-73.85626220703125,Deli / Bodega
233,Pelham Parkway,40.85741349808865,-73.85475564017999,Williamsbridge Wines & Liqour,40.854440999999994,-73.855065,Liquor Store
234,Pelham Parkway,40.85741349808865,-73.85475564017999,Champion Home Remodeling,40.854918728138315,-73.85228014595708,Home Service
235,Pelham Parkway,40.85741349808865,-73.85475564017999,Train Tracks,40.8607892198023,-73.8573236449103,Track
236,City Island,40.84724670491813,-73.78648845267413,Artie's Steak and Seafood,40.849542144998146,-73.78731730033616,Italian Restaurant
237,City Island,40.84724670491813,-73.78648845267413,Lickety Split Ice Cream,40.84676548172612,-73.7864031834924,Ice Cream Shop
238,City Island,40.84724670491813,-73.78648845267413,City Island Diner,40.847237825113424,-73.78624488983156,Diner
239,City Island,40.84724670491813,-73.78648845267413,Bistro SK,40.84638676701103,-73.78626182722242,French Restaurant
240,City Island,40.84724670491813,-73.78648845267413,City Island Nautical Museum,40.847624203536704,-73.78450645059519,History Museum
241,City Island,40.84724670491813,-73.78648845267413,Crab Shanty,40.84880668044417,-73.78721145699679,Seafood Restaurant
242,City Island,40.84724670491813,-73.78648845267413,Black Whale,40.846397849807644,-73.78643822317905,American Restaurant
243,City Island,40.84724670491813,-73.78648845267413,Seafood City,40.85096727524957,-73.7897782218804,Seafood Restaurant
244,City Island,40.84724670491813,-73.78648845267413,Starving Artist Cafe & Gallery,40.845396,-73.786055,Music Venue
245,City Island,40.84724670491813,-73.78648845267413,Amadiz Cigars,40.85136377651722,-73.78848053398241,Smoke Shop
246,City Island,40.84724670491813,-73.78648845267413,Chase Bank,40.84410720348577,-73.78557694455202,Bank
247,City Island,40.84724670491813,-73.78648845267413,Filomena's Pizza & Pasta,40.846745636130926,-73.78618942327299,Pizza Place
248,City Island,40.84724670491813,-73.78648845267413,Lucky Stone Jewelry & Craft,40.844459533691406,-73.7857437133789,Arts & Crafts Store
249,City Island,40.84724670491813,-73.78648845267413,The Snug,40.84719881133644,-73.78646581041706,Bar
250,City Island,40.84724670491813,-73.78648845267413,JGL Wines and Liquor,40.848667,-73.786691,Wine Shop
251,City Island,40.84724670491813,-73.78648845267413,Clipper Coffee,40.846334,-73.785945,Café
252,City Island,40.84724670491813,-73.78648845267413,Hawkins Street Park,40.84659957885742,-73.7865219116211,Park
253,City Island,40.84724670491813,-73.78648845267413,Kaleidoscope Gallery,40.846466277355056,-73.78622576870174,Jewelry Store
254,City Island,40.84724670491813,-73.78648845267413,City Island Pharmacy,40.846919,-73.78605300000001,Pharmacy
255,City Island,40.84724670491813,-73.78648845267413,Papa John's Deli,40.847668423346974,-73.78668057425612,Deli / Bodega
256,City Island,40.84724670491813,-73.78648845267413,IGA City Island,40.84929913441278,-73.78737363451076,Grocery Store
257,City Island,40.84724670491813,-73.78648845267413,239 Play,40.845095,-73.785788,Thrift / Vintage Store
258,City Island,40.84724670491813,-73.78648845267413,Robots & Rayguns,40.845016,-73.785885,Thrift / Vintage Store
259,City Island,40.84724670491813,-73.78648845267413,Ambrosia Park,40.8441821465368,-73.78531806941565,Park
260,City Island,40.84724670491813,-73.78648845267413,Rays Cafe Resturant,40.843999,-73.78558100000001,Spanish Restaurant
261,City Island,40.84724670491813,-73.78648845267413,City Island Little League Field,40.843781,-73.784759,Baseball Field
262,City Island,40.84724670491813,-73.78648845267413,Harlem Yacht Club,40.850109247177585,-73.78974077256755,Boat or Ferry
263,City Island,40.84724670491813,-73.78648845267413,North Minneford Yacht Club,40.843255,-73.784657,Boat or Ferry
264,City Island,40.84724670491813,-73.78648845267413,Stuyvesant Yacht Club,40.843405404239135,-73.78918438009727,Harbor / Marina
265,Bedford Park,40.870185164975325,-73.8855121841913,E. Mosholu Parkway South and Bainbridge Ave,40.87224819764808,-73.88228625969055,Park
266,Bedford Park,40.870185164975325,-73.8855121841913,My Place Family Pizza,40.86926155772971,-73.88947570131111,Pizza Place
267,Bedford Park,40.870185164975325,-73.8855121841913,Webster Cafe,40.86728998621904,-73.8836194832744,Diner
268,Bedford Park,40.870185164975325,-73.8855121841913,National Restaurant & Coffee,40.87300715055455,-73.88908200028848,Diner
269,Bedford Park,40.870185164975325,-73.8855121841913,Jolly Tinker,40.86745127461597,-73.88353583600046,Italian Restaurant
270,Bedford Park,40.870185164975325,-73.8855121841913,Nick's Garden Coffee Shop,40.86773006303234,-73.88341474664401,Diner
271,Bedford Park,40.870185164975325,-73.8855121841913,OK Mr. Pancho,40.867343,-73.883963,Mexican Restaurant
272,Bedford Park,40.870185164975325,-73.8855121841913,Jerome's Pizza,40.87310727496674,-73.88904984641387,Pizza Place
273,Bedford Park,40.870185164975325,-73.8855121841913,Bedford Park Gourmet Deli,40.86800966320367,-73.8842049508711,Deli / Bodega
274,Bedford Park,40.870185164975325,-73.8855121841913,Madden's Pub,40.87298848588746,-73.88869859193673,Pub
275,Bedford Park,40.870185164975325,-73.8855121841913,Las Maravillas De Mexico,40.87313535316203,-73.88901886539281,Mexican Restaurant
276,Bedford Park,40.870185164975325,-73.8855121841913,SUBWAY,40.867227,-73.88412199999999,Sandwich Place
277,Bedford Park,40.870185164975325,-73.8855121841913,Pioneer Cherry Valley Marketplace,40.866898214837654,-73.88382629206778,Supermarket
278,Bedford Park,40.870185164975325,-73.8855121841913,CTown Supermarkets,40.87393696550383,-73.88391345396735,Grocery Store
279,Bedford Park,40.870185164975325,-73.8855121841913,Family Dollar,40.86706540574046,-73.88405259376377,Discount Store
280,Bedford Park,40.870185164975325,-73.8855121841913,Blink Fitness,40.873893,-73.888768,Gym
281,Bedford Park,40.870185164975325,-73.8855121841913,Bedford Cafe Restaurant,40.87341387211989,-73.88919548256142,Diner
282,Bedford Park,40.870185164975325,-73.8855121841913,Hung Hing Chinese Restaurant,40.871181206606806,-73.88675855253665,Chinese Restaurant
283,Bedford Park,40.870185164975325,-73.8855121841913,Dunkin',40.872716,-73.88646800000001,Donut Shop
284,Bedford Park,40.870185164975325,-73.8855121841913,Choi Yuan - Chinese Restaurant,40.873077802879685,-73.88908621196552,Chinese Restaurant
285,Bedford Park,40.870185164975325,-73.8855121841913,SUBWAY,40.872585858388554,-73.8896375901331,Sandwich Place
286,Bedford Park,40.870185164975325,-73.8855121841913,Metro North - Botanical Garden Train Station,40.867468425056806,-73.88145364946986,Train Station
287,Bedford Park,40.870185164975325,-73.8855121841913,Cherry Valley Market Place,40.869813,-73.885679,Fruit & Vegetable Store
288,Bedford Park,40.870185164975325,-73.8855121841913,La Rola Resturant,40.866037,-73.886206,Spanish Restaurant
289,Bedford Park,40.870185164975325,-73.8855121841913,Rose Flower Chinese,40.867958,-73.88385799999999,Chinese Restaurant
290,Bedford Park,40.870185164975325,-73.8855121841913,Met Foodmarket,40.86874286744981,-73.88837351991103,Supermarket
291,Bedford Park,40.870185164975325,-73.8855121841913,Bedford Pizza,40.867731972856994,-73.88408353719713,Pizza Place
292,Bedford Park,40.870185164975325,-73.8855121841913,Leroy Pharmacy,40.869324,-73.889138,Pharmacy
293,Bedford Park,40.870185164975325,-73.8855121841913,Leroy Pharmacy,40.867432,-73.884194,Pharmacy
294,Bedford Park,40.870185164975325,-73.8855121841913,Mi Favorita,40.868497999999995,-73.882209,Deli / Bodega
295,Bedford Park,40.870185164975325,-73.8855121841913,Confectionaires Bakery,40.867506,-73.883297,Bakery
296,Bedford Park,40.870185164975325,-73.8855121841913,A&M Deli Grocery,40.86947501666667,-73.8898592,Convenience Store
297,Bedford Park,40.870185164975325,-73.8855121841913,Pollo Sabroso,40.8693327324319,-73.89008965473197,Spanish Restaurant
298,Bedford Park,40.870185164975325,-73.8855121841913,Lena Restaurant,40.86983998935334,-73.89046709970651,Mexican Restaurant
299,Bedford Park,40.870185164975325,-73.8855121841913,Frisch Field,40.868608611572064,-73.88068419969964,Baseball Field
300,Bedford Park,40.870185164975325,-73.8855121841913,Burgers On Wheels,40.86621821300036,-73.88279730832807,Food Truck
301,University Heights,40.85572707719664,-73.9104159619131,Accra Resturant,40.85387109221504,-73.90842103412992,African Restaurant
302,University Heights,40.85572707719664,-73.9104159619131,Domino's Pizza,40.8545414547471,-73.90703652800767,Pizza Place
303,University Heights,40.85572707719664,-73.9104159619131,Wingstop,40.85319519042969,-73.90608215332031,Wings Joint
304,University Heights,40.85572707719664,-73.9104159619131,Dunkin',40.85366861038346,-73.9088444111942,Donut Shop
305,University Heights,40.85572707719664,-73.9104159619131,Bravo Supermarkets,40.85410698577848,-73.91416221695448,Grocery Store
306,University Heights,40.85572707719664,-73.9104159619131,Chase Bank,40.85411999999999,-73.90755519999999,Bank
307,University Heights,40.85572707719664,-73.9104159619131,Food Dynasty,40.8537718778922,-73.90926718711853,Supermarket
308,University Heights,40.85572707719664,-73.9104159619131,Papa John's Pizza,40.85242931692707,-73.90897612147847,Pizza Place
309,University Heights,40.85572707719664,-73.9104159619131,Au Bon Pain,40.858061919548035,-73.91203969692151,Bakery
310,University Heights,40.85572707719664,-73.9104159619131,Subway,40.8539229042397,-73.9069480235666,Sandwich Place
311,University Heights,40.85572707719664,-73.9104159619131,Liberato,40.85374410338502,-73.90796581959464,Latin American Restaurant
312,University Heights,40.85572707719664,-73.9104159619131,Hall of Fame for Great Americans,40.858679144464936,-73.91449458730676,History Museum
313,University Heights,40.85572707719664,-73.9104159619131,Foot Locker,40.853489877810304,-73.9070570468902,Shoe Store
314,University Heights,40.85572707719664,-73.9104159619131,KFC,40.85376578342685,-73.90733899003396,Fried Chicken Joint
315,University Heights,40.85572707719664,-73.9104159619131,McDonald's,40.8539151,-73.9062238,Fast Food Restaurant
316,University Heights,40.85572707719664,-73.9104159619131,1925 Laundromat,40.853493,-73.912998,Laundromat
317,University Heights,40.85572707719664,-73.9104159619131,Valencia Bakery,40.852915,-73.908575,Bakery
318,University Heights,40.85572707719664,-73.9104159619131,Diego's Pizza,40.852625631939084,-73.9085885359017,Pizza Place
319,University Heights,40.85572707719664,-73.9104159619131,Rite Aid,40.8537108,-73.906076,Pharmacy
320,University Heights,40.85572707719664,-73.9104159619131,Skyline Deli,40.85403823852539,-73.9145278930664,Deli / Bodega
321,University Heights,40.85572707719664,-73.9104159619131,Number One Chinese Restaurant,40.852171999999996,-73.909454,Chinese Restaurant
322,University Heights,40.85572707719664,-73.9104159619131,NO.1 restaurant,40.85210418701172,-73.90961456298828,Chinese Restaurant
323,University Heights,40.85572707719664,-73.9104159619131,Augie Deli & Grocery,40.854238287221364,-73.91577147499775,Convenience Store
324,University Heights,40.85572707719664,-73.9104159619131,El Taco Loco,40.851611,-73.908385,Burrito Place
325,Morris Heights,40.84789792606271,-73.91967159119565,Yoly Restaurant,40.8460420585989,-73.91971559956264,Spanish Restaurant
326,Morris Heights,40.84789792606271,-73.91967159119565,My Pizza,40.849670435102155,-73.91681699790597,Pizza Place
327,Morris Heights,40.84789792606271,-73.91967159119565,Rite Aid,40.845969,-73.918525,Pharmacy
328,Morris Heights,40.84789792606271,-73.91967159119565,Chase Bank,40.85043754258413,-73.91613338522653,Bank
329,Morris Heights,40.84789792606271,-73.91967159119565,CTown Supermarkets,40.84897503266651,-73.91686858919655,Grocery Store
330,Morris Heights,40.84789792606271,-73.91967159119565,Los Chavales Mini Market,40.84712485746154,-73.92051934148155,Deli / Bodega
331,Morris Heights,40.84789792606271,-73.91967159119565,West Bronx Recreation Center,40.844066999999995,-73.918945,Recreation Center
332,Fordham,40.86099679638654,-73.89642655981623,188 Bakery Cuchifritos,40.861601957429656,-73.89831076218098,Latin American Restaurant
333,Fordham,40.86099679638654,-73.89642655981623,Fresh Frutii,40.861625,-73.89894699999999,Juice Bar
334,Fordham,40.86099679638654,-73.89642655981623,Corky's,40.8633837630958,-73.89651501651548,Diner
335,Fordham,40.86099679638654,-73.89642655981623,Blink Fitness,40.859481537820926,-73.89851990466835,Gym / Fitness Center
336,Fordham,40.86099679638654,-73.89642655981623,Paradise Theater,40.86049894842506,-73.89846324920653,Music Venue
337,Fordham,40.86099679638654,-73.89642655981623,Blink Fitness,40.859372930737685,-73.89831584006254,Gym
338,Fordham,40.86099679638654,-73.89642655981623,Lucille Roberts,40.8621123,-73.8998182,Gym
339,Fordham,40.86099679638654,-73.89642655981623,Primavera Cafe,40.86200374119285,-73.89153741654775,Café
340,Fordham,40.86099679638654,-73.89642655981623,Best Italian Pizza,40.86247494823356,-73.89689810209401,Pizza Place
341,Fordham,40.86099679638654,-73.89642655981623,GameStop,40.86180167608591,-73.89228274839579,Video Game Store
342,Fordham,40.86099679638654,-73.89642655981623,Kasike Mofongo House,40.8599293695359,-73.89317656303486,Spanish Restaurant
343,Fordham,40.86099679638654,-73.89642655981623,North End Wine and Liquor Store,40.86113092660031,-73.89202352931063,Liquor Store
344,Fordham,40.86099679638654,-73.89642655981623,Fordham Restaurant,40.86273352895031,-73.89677774336448,Diner
345,Fordham,40.86099679638654,-73.89642655981623,Morton Williams Supermarkets,40.863211682045566,-73.90086711750804,Supermarket
346,Fordham,40.86099679638654,-73.89642655981623,Gap Factory Store,40.86207189310108,-73.89501775851146,Clothing Store
347,Fordham,40.86099679638654,-73.89642655981623,Fordham Plaza,40.8614401969361,-73.8909101486206,Plaza
348,Fordham,40.86099679638654,-73.89642655981623,Panda Express,40.86300094671129,-73.9008939678601,Chinese Restaurant
349,Fordham,40.86099679638654,-73.89642655981623,SKECHERS Warehouse Outlet,40.86218944268527,-73.89415526772524,Shoe Store
350,Fordham,40.86099679638654,-73.89642655981623,Finish Line,40.861846053187726,-73.89519766734338,Shoe Store
351,Fordham,40.86099679638654,-73.89642655981623,East Fordham Road,40.86114473768955,-73.89052603849369,Plaza
352,Fordham,40.86099679638654,-73.89642655981623,AT&T,40.86235506144148,-73.90053726732731,Mobile Phone Shop
353,Fordham,40.86099679638654,-73.89642655981623,T-Mobile,40.8617975,-73.8941864,Mobile Phone Shop
354,Fordham,40.86099679638654,-73.89642655981623,Papaye Restaurant,40.85740693073101,-73.89973827631786,African Restaurant
355,Fordham,40.86099679638654,-73.89642655981623,Verizon,40.86267962230902,-73.89774978160858,Mobile Phone Shop
356,Fordham,40.86099679638654,-73.89642655981623,Baskin Robbins Bronx,40.859725301922786,-73.89726689544588,Bakery
357,Fordham,40.86099679638654,-73.89642655981623,Carvel,40.860305,-73.892481,Ice Cream Shop
358,Fordham,40.86099679638654,-73.89642655981623,Fordham Fried Chicken & Seafood Inc,40.861631431174374,-73.89823093356438,Fried Chicken Joint
359,Fordham,40.86099679638654,-73.89642655981623,GameStop,40.86207718190255,-73.89759619153162,Video Game Store
360,Fordham,40.86099679638654,-73.89642655981623,GNC,40.862303999999995,-73.893557,Supplement Shop
361,Fordham,40.86099679638654,-73.89642655981623,Modell's Sporting Goods,40.862191,-73.895204,Sporting Goods Shop
362,Fordham,40.86099679638654,-73.89642655981623,T-Mobile,40.8627931836321,-73.90045452255436,Mobile Phone Shop
363,Fordham,40.86099679638654,-73.89642655981623,Old Navy,40.86167907714844,-73.89260864257812,Clothing Store
364,Fordham,40.86099679638654,-73.89642655981623,GNC,40.862106,-73.90024100000001,Supplement Shop
365,Fordham,40.86099679638654,-73.89642655981623,Dunkin',40.86250553167995,-73.90089507082587,Donut Shop
366,Fordham,40.86099679638654,-73.89642655981623,Chase Bank,40.86211163974708,-73.89808841049671,Bank
367,Fordham,40.86099679638654,-73.89642655981623,Foot Locker,40.8621405,-73.8961982,Shoe Store
368,Fordham,40.86099679638654,-73.89642655981623,The Vitamin Shoppe,40.8625396,-73.8944199,Supplement Shop
369,Fordham,40.86099679638654,-73.89642655981623,The Children's Place,40.862958,-73.897469,Kids Store
370,Fordham,40.86099679638654,-73.89642655981623,Dunkin',40.861298,-73.898337,Donut Shop
371,Fordham,40.86099679638654,-73.89642655981623,Three  Spanish  Restaurant,40.85996623672953,-73.89337323283542,Spanish Restaurant
372,Fordham,40.86099679638654,-73.89642655981623,Fordham Shopping District,40.86305643342819,-73.89413765091211,Miscellaneous Shop
373,Fordham,40.86099679638654,-73.89642655981623,Subway,40.860730521039756,-73.8975280415516,Sandwich Place
374,Fordham,40.86099679638654,-73.89642655981623,Claire's,40.861917,-73.895524,Accessories Store
375,Fordham,40.86099679638654,-73.89642655981623,Duane Reade,40.8621488,-73.899798,Pharmacy
376,Fordham,40.86099679638654,-73.89642655981623,Parilla Latina,40.861009386607606,-73.89194477395704,Latin American Restaurant
377,Fordham,40.86099679638654,-73.89642655981623,Chase Bank,40.862385050287266,-73.8954977042874,Bank
378,Fordham,40.86099679638654,-73.89642655981623,Subway,40.862588,-73.89454599999999,Sandwich Place
379,Fordham,40.86099679638654,-73.89642655981623,Golden Krust Caribbean Restaurant,40.8615608215332,-73.89178466796875,Caribbean Restaurant
380,Fordham,40.86099679638654,-73.89642655981623,Capital One Bank,40.8626084,-73.8979161,Bank
381,Fordham,40.86099679638654,-73.89642655981623,American Eagle & Aerie Outlet,40.861945,-73.895518,Clothing Store
382,Fordham,40.86099679638654,-73.89642655981623,AT&T,40.86210775603125,-73.89195120425825,Mobile Phone Shop
383,Fordham,40.86099679638654,-73.89642655981623,Domino's Pizza,40.860219,-73.893323,Pizza Place
384,Fordham,40.86099679638654,-73.89642655981623,TD Bank,40.8622147,-73.8976788,Bank
385,Fordham,40.86099679638654,-73.89642655981623,Planet Fitness,40.86261880907894,-73.89439013170312,Gym / Fitness Center
386,Fordham,40.86099679638654,-73.89642655981623,Walgreens,40.86138745491638,-73.8913768529892,Pharmacy
387,Fordham,40.86099679638654,-73.89642655981623,Best Buy,40.8608744,-73.8916732,Electronics Store
388,Fordham,40.86099679638654,-73.89642655981623,KFC,40.86214065551758,-73.8941879272461,Fast Food Restaurant
389,Fordham,40.86099679638654,-73.89642655981623,Duane Reade,40.86208985,-73.8944704,Pharmacy
390,Fordham,40.86099679638654,-73.89642655981623,Modell's Sporting Goods,40.86222910004544,-73.89964596308769,Sporting Goods Shop
391,Fordham,40.86099679638654,-73.89642655981623,Dunkin',40.862357,-73.893749,Donut Shop
392,Fordham,40.86099679638654,-73.89642655981623,Famous Footware,40.85971388179236,-73.89095093753623,Shoe Store
393,Fordham,40.86099679638654,-73.89642655981623,Burlington,40.86223434353856,-73.89105126077118,Outlet Store
394,Fordham,40.86099679638654,-73.89642655981623,Gyro King,40.86232369540614,-73.90042695931973,Greek Restaurant
395,Fordham,40.86099679638654,-73.89642655981623,Dunkin',40.859068397090866,-73.89853405120539,Donut Shop
396,Fordham,40.86099679638654,-73.89642655981623,El Valle Restaurant Sport Bar,40.862359000000005,-73.90084399999999,Spanish Restaurant
397,Fordham,40.86099679638654,-73.89642655981623,P.C. Richard & Son,40.86280495149502,-73.89712909487574,Electronics Store
398,Fordham,40.86099679638654,-73.89642655981623,Little Caesars Pizza,40.86210184805984,-73.89159096386756,Pizza Place
399,Fordham,40.86099679638654,-73.89642655981623,24 Hour Fitness,40.861418551442696,-73.89146133625549,Gym / Fitness Center
400,Fordham,40.86099679638654,-73.89642655981623,Poe Visitors Center,40.865168,-73.894674,Historic Site
401,Fordham,40.86099679638654,-73.89642655981623,Jimbo's Hamburger Palace,40.86077117919922,-73.89849090576172,American Restaurant
402,Fordham,40.86099679638654,-73.89642655981623,Moms Bakery,40.860871,-73.89848,Bakery
403,Fordham,40.86099679638654,-73.89642655981623,Jimmy Jazz,40.861965000000005,-73.89639,Clothing Store
404,Fordham,40.86099679638654,-73.89642655981623,Game Express,40.862055,-73.898296,Video Game Store
405,Fordham,40.86099679638654,-73.89642655981623,S And D Deli,40.860912,-73.897124,Deli / Bodega
406,Fordham,40.86099679638654,-73.89642655981623,City Fresh,40.861655999999996,-73.896499,Supermarket
407,Fordham,40.86099679638654,-73.89642655981623,Sprint Store,40.86210204429108,-73.89823763680533,Mobile Phone Shop
408,Fordham,40.86099679638654,-73.89642655981623,Jimmy Jazz,40.861872,-73.895278,Clothing Store
409,Fordham,40.86099679638654,-73.89642655981623,24 Hour Fitness,40.86259253376029,-73.89723268856744,Gym / Fitness Center
410,Fordham,40.86099679638654,-73.89642655981623,Taco Bell,40.86248779296875,-73.90200805664062,Fast Food Restaurant
411,Fordham,40.86099679638654,-73.89642655981623,China Wok II,40.860219,-73.893323,Chinese Restaurant
412,Fordham,40.86099679638654,-73.89642655981623,Webster Avenue & East 187th Street,40.85890312739454,-73.89387606132362,Intersection
413,Fordham,40.86099679638654,-73.89642655981623,McDonald's,40.861685,-73.892471,Fast Food Restaurant
414,Fordham,40.86099679638654,-73.89642655981623,Elias' Cinco De Mayo,40.85876650473886,-73.89929370046663,Mexican Restaurant
415,Fordham,40.86099679638654,-73.89642655981623,Sun Deli,40.860082,-73.89209,Deli / Bodega
416,Fordham,40.86099679638654,-73.89642655981623,Fordham Rd & Jerome Ave,40.862755,-73.90107,Intersection
417,Fordham,40.86099679638654,-73.89642655981623,Loco Furniture of NY,40.86299,-73.9011826,Furniture / Home Store
418,East Tremont,40.84269615786053,-73.88735617532338,North Star Cafe,40.84333558876738,-73.88698194733944,Café
419,East Tremont,40.84269615786053,-73.88735617532338,El Nuevo Bohio,40.843955530136746,-73.88802459906229,Puerto Rican Restaurant
420,East Tremont,40.84269615786053,-73.88735617532338,Dunkin',40.844082372466524,-73.88877969442495,Donut Shop
421,East Tremont,40.84269615786053,-73.88735617532338,Domino's Pizza,40.84194916148795,-73.8836145401001,Pizza Place
422,East Tremont,40.84269615786053,-73.88735617532338,T-Mobile,40.84541855376154,-73.8907029479742,Mobile Phone Shop
423,East Tremont,40.84269615786053,-73.88735617532338,Papa John's Pizza,40.84284985446247,-73.8862186006117,Pizza Place
424,East Tremont,40.84269615786053,-73.88735617532338,Pizza Italia,40.845755294917865,-73.88392107699579,Pizza Place
425,East Tremont,40.84269615786053,-73.88735617532338,Chase Bank,40.845679,-73.891206,Bank
426,East Tremont,40.84269615786053,-73.88735617532338,Eros Lounge,40.84351902333243,-73.88567100002814,Lounge
427,East Tremont,40.84269615786053,-73.88735617532338,Cosmos Restaurant,40.844806,-73.890364,Breakfast Spot
428,East Tremont,40.84269615786053,-73.88735617532338,Family Dollar,40.841417,-73.883174,Discount Store
429,East Tremont,40.84269615786053,-73.88735617532338,Foot Locker,40.84428871313032,-73.88821586966515,Shoe Store
430,East Tremont,40.84269615786053,-73.88735617532338,Fine Fare,40.844861,-73.89090999999999,Supermarket
431,East Tremont,40.84269615786053,-73.88735617532338,Linda's Pizza Restaurant,40.845193,-73.890173,Pizza Place
432,East Tremont,40.84269615786053,-73.88735617532338,tremont fish,40.845193,-73.890173,Fish & Chips Shop
433,East Tremont,40.84269615786053,-73.88735617532338,Price Choice,40.845944,-73.885346,Grocery Store
434,West Farms,40.83947505672653,-73.87774474910545,Tropicana Theatere & Lounge,40.83740441148761,-73.87792219453874,Lounge
435,West Farms,40.83947505672653,-73.87774474910545,Jimbo's Hamburger Palace,40.839217439995124,-73.87803216408489,Diner
436,West Farms,40.83947505672653,-73.87774474910545,River Park,40.84306197093502,-73.87752023628035,Park
437,West Farms,40.83947505672653,-73.87774474910545,Subway,40.840606498368906,-73.8791526750274,Sandwich Place
438,West Farms,40.83947505672653,-73.87774474910545,Dunkin',40.84018653648655,-73.8765300349703,Donut Shop
439,West Farms,40.83947505672653,-73.87774474910545,Chase Bank,40.837704,-73.882952,Bank
440,West Farms,40.83947505672653,-73.87774474910545,Bronx River Art Center,40.840601214950766,-73.87895005547816,Art Gallery
441,West Farms,40.83947505672653,-73.87774474910545,MTA Regional Bus Depot - West Farms,40.83845935727748,-73.87797961707979,Bus Station
442,West Farms,40.83947505672653,-73.87774474910545,West Farm Convience,40.84053208934495,-73.87943240176959,Convenience Store
443,West Farms,40.83947505672653,-73.87774474910545,Alitalia Pizzeria Restaurant,40.839676000000004,-73.876021,Pizza Place
444,West Farms,40.83947505672653,-73.87774474910545,Food Hai,40.840579,-73.87948,Chinese Restaurant
445,West Farms,40.83947505672653,-73.87774474910545,MTA Bus - E Tremont Av & Boston Rd (Bx21/Bx40/Bx42),40.84025481190395,-73.8797092437744,Bus Stop
446,West Farms,40.83947505672653,-73.87774474910545,Pioneer Supermarket,40.84079810986241,-73.87939745627696,Supermarket
447,West Farms,40.83947505672653,-73.87774474910545,West Farms Park,40.84173610194502,-73.87773513793945,Scenic Lookout
448,West Farms,40.83947505672653,-73.87774474910545,MTA New York City Bus - Bx9/Bx36/Q44 +SBS+ @ Boston Road and E. 180th Street,40.84224319458008,-73.87834167480469,Bus Stop
449,West Farms,40.83947505672653,-73.87774474910545,Showtime Basketball Courts,40.83702558134896,-73.87958744139678,Basketball Court
450,West Farms,40.83947505672653,-73.87774474910545,"MTA MaBSTOA Bus at East 180th St & Devoe Ave: (Bx9, Q44 Last Stop)",40.84207699688499,-73.87606143951416,Bus Station
451,West Farms,40.83947505672653,-73.87774474910545,Prospect Coffee Shop,40.83757698149015,-73.88083923833605,Coffee Shop
452,West Farms,40.83947505672653,-73.87774474910545,MTA MaBSTOA Bus Bx21 / Bx40 / Bx42 / BxM10 at East Tremont & Morris Park Avenues,40.84007616537736,-73.87381643925367,Bus Line
453,West Farms,40.83947505672653,-73.87774474910545,Mo-Nay Thrifty Bargain,40.838648,-73.881677,Thrift / Vintage Store
454,West Farms,40.83947505672653,-73.87774474910545,Hong Kong,40.8408088684082,-73.87335205078125,Chinese Restaurant
455,West Farms,40.83947505672653,-73.87774474910545,Havanna Cafe,40.83931427825235,-73.88252742887671,Cuban Restaurant
456,West Farms,40.83947505672653,-73.87774474910545,MTA Bus - BxM10 Express at Morris Park Avenue & East 180th Street (First / Last Stop in Bronx),40.841029342464466,-73.87284894936218,Bus Station
457,West Farms,40.83947505672653,-73.87774474910545,MTA BX21 Bus Stop Morris Park Ave,40.841464058210136,-73.87298379308106,Bus Station
458,West Farms,40.83947505672653,-73.87774474910545,Bronx River Park,40.843561,-73.87708,Park
459,West Farms,40.83947505672653,-73.87774474910545,I-95 / Bronx River Parkway Interchange,40.83635662755634,-73.87377457788833,Intersection
460,High  Bridge,40.836623010706056,-73.9261020935813,Fine Fare,40.83573590003396,-73.92779294628667,Market
461,High  Bridge,40.836623010706056,-73.9261020935813,Retro Fitness,40.83664560175845,-73.92268259017965,Gym
462,High  Bridge,40.836623010706056,-73.9261020935813,CVS pharmacy,40.83530662693773,-73.92072176482903,Pharmacy
463,High  Bridge,40.836623010706056,-73.9261020935813,Rite Aid,40.8356081,-73.9281081,Pharmacy
464,High  Bridge,40.836623010706056,-73.9261020935813,Baskin-Robbins,40.83542992028848,-73.92101643325562,Ice Cream Shop
465,High  Bridge,40.836623010706056,-73.9261020935813,Mullaly Park,40.83291951037224,-73.92433132931737,Park
466,High  Bridge,40.836623010706056,-73.9261020935813,Little Caesars Pizza,40.836028999999996,-73.921468,Pizza Place
467,High  Bridge,40.836623010706056,-73.9261020935813,Domino's Pizza,40.83587284041261,-73.92099072040764,Pizza Place
468,High  Bridge,40.836623010706056,-73.9261020935813,Justine Restaurant,40.83550247618264,-73.92143941036181,Latin American Restaurant
469,High  Bridge,40.836623010706056,-73.9261020935813,Happy Garden,40.836523,-73.927094,Asian Restaurant
470,High  Bridge,40.836623010706056,-73.9261020935813,Nelson Avenue Playground,40.836385,-73.92416629,Playground
